Rule,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasOncologicalTreatment>  <Surgery>,0.142615749,0.93986637,0.93986637,422,449,449,?a
?a  <hasNoBio>  <NoALK>   => ?a  <hasOncologicalTreatment>  <Surgery>,0.045285569,0.362162162,0.379603399,134,370,353,?a
?a  <hasNoBio>  <NoEGFR>   => ?a  <hasOncologicalTreatment>  <Surgery>,0.04866509,0.353808354,0.368286445,144,407,391,?a
?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Surgery>,0.095640419,0.471666667,0.483760684,283,600,585,?a
?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.024154589,0.13215859,0.13215859,30,227,227,?a
?a  <hasToxicity>  <Endocrinas>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.02173913,0.127962085,0.127962085,27,211,211,?a
?a  <hasToxicity>  <Analyticals>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.057165862,0.105654762,0.105654762,71,672,672,?a
?a  <hasToxicity>  <General>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.023349436,0.116,0.116,29,250,250,?a
?a  <hasToxicity>  <Allergy>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.028180354,0.130111524,0.130111524,35,269,269,?a
?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.045088567,0.141414141,0.141414141,56,396,396,?a
?a  <hasToxicity>  <Cutaneas>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.038647343,0.115942029,0.115942029,48,414,414,?a
?a  <hasToxicity>  <Asthensia>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.063607085,0.110644258,0.110644258,79,714,714,?a
?a  <hasStage>  <IA>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.011272142,0.133333333,0.133333333,14,105,105,?a
?a  <hasGender>  <Female>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.072463768,0.241935484,0.241935484,90,372,372,?a
?a  <hasStage>  <IVB>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.01610306,0.166666667,0.166666667,20,120,120,?a
?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.085346216,0.176666667,0.176666667,106,600,600,?a
?a  <hasStage>  <IV>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.02979066,0.128919861,0.128919861,37,287,287,?a
?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.04589372,0.108365019,0.108365019,57,526,526,?a
?a  <hasRace>  <Caucasian>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.095813205,0.100084104,0.100084104,119,1189,1189,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.078099839,0.100831601,0.100831601,97,962,962,?a
?a  <hasBio>  <EGFR>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.041062802,0.614457831,0.614457831,51,83,83,?a
?a  <hasBio>  <PDL1>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.012882448,0.114285714,0.114285714,16,140,140,?a
?a  <hasBio>  <ALK>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.012882448,0.484848485,0.484848485,16,33,33,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.030595813,0.121794872,0.121794872,38,312,312,?a
?a  <hasNoBio>  <NoROS1>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.024959742,0.117870722,0.117870722,31,263,263,?a
?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.039452496,0.109131403,0.109131403,49,449,449,?a
?a  <hasNoBio>  <NoALK>   => ?a  <hasSmokingHabit>  <NonSmoker>,0.032206119,0.108108108,0.108108108,40,370,370,?a
?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasGender>  <Male>,0.131239936,0.718061674,0.718061674,163,227,227,?a
?a  <hasToxicity>  <Endocrinas>   => ?a  <hasGender>  <Male>,0.09742351,0.573459716,0.573459716,121,211,211,?a
?a  <hasToxicity>  <Neurological>   => ?a  <hasGender>  <Male>,0.052334944,0.670103093,0.670103093,65,97,97,?a
?a  <hasToxicity>  <Analyticals>   => ?a  <hasGender>  <Male>,0.376006441,0.694940476,0.694940476,467,672,672,?a
?a  <hasToxicity>  <NoToxicity>   => ?a  <hasGender>  <Male>,0.171497585,0.719594595,0.719594595,213,296,296,?a
?a  <hasToxicity>  <Pneumological>   => ?a  <hasGender>  <Male>,0.19726248,0.684357542,0.684357542,245,358,358,?a
?a  <hasToxicity>  <Renal>   => ?a  <hasGender>  <Male>,0.095008052,0.813793103,0.813793103,118,145,145,?a
?a  <hasToxicity>  <Allergy>   => ?a  <hasGender>  <Male>,0.123993559,0.572490706,0.572490706,154,269,269,?a
?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasGender>  <Male>,0.033816425,0.318181818,0.318181818,42,132,132,?a
?a  <hasToxicity>  <Asthensia>   => ?a  <hasGender>  <Male>,0.399355878,0.694677871,0.694677871,496,714,714,?a
?a  <hasToxicity>  <Cutaneas>   => ?a  <hasGender>  <Male>,0.217391304,0.652173913,0.652173913,270,414,414,?a
?a  <histologyLabel_ENG>  <not_otherwise_specified>   => ?a  <hasGender>  <Male>,0.022544283,0.777777778,0.777777778,28,36,36,?a
?a  <hasToxicity>  <General>   => ?a  <hasGender>  <Male>,0.133655395,0.664,0.664,166,250,250,?a
?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasGender>  <Male>,0.281803543,0.712830957,0.712830957,350,491,491,?a
?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasGender>  <Male>,0.220611916,0.691919192,0.691919192,274,396,396,?a
?a  <hasStage>  <IIA>   => ?a  <hasGender>  <Male>,0.033011272,0.803921569,0.803921569,41,51,51,?a
?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasGender>  <Male>,0.123993559,0.709677419,0.709677419,154,217,217,?a
?a  <hasStage>  <IB>   => ?a  <hasGender>  <Male>,0.055555556,0.726315789,0.726315789,69,95,95,?a
?a  <hasStage>  <IIB>   => ?a  <hasGender>  <Male>,0.043478261,0.794117647,0.794117647,54,68,68,?a
?a  <histologyLabel_ENG>  <undifferentiated>   => ?a  <hasGender>  <Male>,0.022544283,0.777777778,0.777777778,28,36,36,?a
?a  <hasStage>  <IA>   => ?a  <hasGender>  <Male>,0.057971014,0.685714286,0.685714286,72,105,105,?a
?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasGender>  <Male>,0.380837359,0.772875817,0.772875817,473,612,612,?a
?a  <hasStage>  <IIIB>   => ?a  <hasGender>  <Male>,0.080515298,0.709219858,0.709219858,100,141,141,?a
?a  <hasStage>  <IVB>   => ?a  <hasGender>  <Male>,0.05958132,0.616666667,0.616666667,74,120,120,?a
?a  <hasStage>  <IVA>   => ?a  <hasGender>  <Male>,0.047504026,0.702380952,0.702380952,59,84,84,?a
?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasGender>  <Male>,0.215780998,0.858974359,0.858974359,268,312,312,?a
?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasGender>  <Male>,0.297101449,0.615,0.615,369,600,600,?a
?a  <hasRace>  <Latin>   => ?a  <hasGender>  <Male>,0.015297907,0.513513514,0.513513514,19,37,37,?a
?a  <hasStage>  <IIIA>   => ?a  <hasGender>  <Male>,0.140096618,0.719008264,0.719008264,174,242,242,?a
"?a  <histologyLabel_ENG>  <carcinoma,_large_cell>   => ?a  <hasGender>  <Male>",0.02173913,0.75,0.75,27,36,36,?a
?a  <hasStage>  <IV>   => ?a  <hasGender>  <Male>,0.158615137,0.68641115,0.68641115,197,287,287,?a
?a  <hasOncologicalTreatment>  <Neoadjuvant>   => ?a  <hasGender>  <Male>,0.019323671,0.685714286,0.685714286,24,35,35,?a
?a  <hasOncologicalTreatment>  <Prophylactic>   => ?a  <hasGender>  <Male>,0.028180354,0.625,0.625,35,56,56,?a
?a  <hasOncologicalTreatment>  <Adjuvant>   => ?a  <hasGender>  <Male>,0.028180354,0.583333333,0.583333333,35,60,60,?a
?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasGender>  <Male>,0.141706924,0.656716418,0.656716418,176,268,268,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasGender>  <Male>,0.111111111,0.650943396,0.650943396,138,212,212,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   => ?a  <hasGender>  <Male>,0.112721417,0.689655172,0.689655172,140,203,203,?a
?a  <hasRace>  <Caucasian>   => ?a  <hasGender>  <Male>,0.676328502,0.70647603,0.70647603,840,1189,1189,?a
?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasGender>  <Male>,0.29468599,0.69581749,0.69581749,366,526,526,?a
?a  <hasOncologicalSurgery>  <Pleurodesis>   => ?a  <hasGender>  <Male>,0.030595813,0.716981132,0.716981132,38,53,53,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasGender>  <Male>,0.044283414,0.753424658,0.753424658,55,73,73,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasGender>  <Male>,0.335748792,0.655660377,0.655660377,417,636,636,?a
?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasGender>  <Male>,0.258454106,0.714922049,0.714922049,321,449,449,?a
?a  <hasNoBio>  <NoEGFR>   => ?a  <hasGender>  <Male>,0.229468599,0.7002457,0.7002457,285,407,407,?a
?a  <hasNoBio>  <NoRET>   => ?a  <hasGender>  <Male>,0.036231884,0.865384615,0.865384615,45,52,52,?a
?a  <hasOncologicalSurgery>  <Lymph_node_excision>   => ?a  <hasGender>  <Male>,0.173913043,0.692307692,0.692307692,216,312,312,?a
?a  <hasNoBio>  <NoBRAF>   => ?a  <hasGender>  <Male>,0.074074074,0.766666667,0.766666667,92,120,120,?a
?a  <hasNoBio>  <NoPDL1>   => ?a  <hasGender>  <Male>,0.057971014,0.712871287,0.712871287,72,101,101,?a
?a  <hasNoBio>  <NoALK>   => ?a  <hasGender>  <Male>,0.206119163,0.691891892,0.691891892,256,370,370,?a
?a  <hasBio>  <PDL1>   => ?a  <hasGender>  <Male>,0.06763285,0.6,0.6,84,140,140,?a
?a  <hasNoBio>  <NoROS1>   => ?a  <hasGender>  <Male>,0.144927536,0.684410646,0.684410646,180,263,263,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasGender>  <Male>,0.536231884,0.692307692,0.692307692,666,962,962,?a
?a  <hasBio>  <EGFR>   => ?a  <hasGender>  <Male>,0.024959742,0.373493976,0.373493976,31,83,83,?a
?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.067328918,0.268722467,0.559633028,61,227,109,?a
?a  <hasToxicity>  <Neurological>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.037527594,0.350515464,0.772727273,34,97,44,?a
?a  <hasBio>  <ALK>   => ?a  <hasGender>  <Male>,0.014492754,0.545454545,0.545454545,18,33,33,?a
?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.205298013,0.276785714,0.594249201,186,672,313,?a
?a  <hasToxicity>  <NoToxicity>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.040838852,0.125,0.4625,37,296,80,?a
?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.046357616,0.289655172,0.626865672,42,145,67,?a
?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.093818985,0.237430168,0.566666667,85,358,150,?a
?a  <hasToxicity>  <General>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.065121413,0.236,0.602040816,59,250,98,?a
?a  <hasToxicity>  <Endocrinas>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.071743929,0.308056872,0.625,65,211,104,?a
?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.199779249,0.253501401,0.605351171,181,714,299,?a
?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.102649007,0.345724907,0.64137931,93,269,145,?a
?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.122516556,0.268115942,0.6,111,414,185,?a
?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.041942605,0.287878788,0.584615385,38,132,65,?a
?a  <hasGender>  <Male>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.238410596,0.248275862,0.574468085,216,870,376,?a
?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.121412804,0.277777778,0.61452514,110,396,179,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.039735099,0.493150685,0.493150685,36,73,73,?a
?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.134657837,0.248472505,0.632124352,122,491,193,?a
"?a  <histologyLabel_ENG>  <carcinoma,_large_cell>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>",0.024282561,0.611111111,0.88,22,36,25,?a
?a  <hasOncologicalSurgery>  <Lobectomy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.318984547,0.643652561,0.643652561,289,449,449,?a
?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.110375276,0.320512821,0.617283951,100,312,162,?a
?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.166666667,0.246732026,0.555147059,151,612,272,?a
?a  <hasStage>  <IIB>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.038631347,0.514705882,0.673076923,35,68,52,?a
?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.015452539,0.064516129,0.466666667,14,217,30,?a
?a  <hasStage>  <IB>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.055187638,0.526315789,0.609756098,50,95,82,?a
?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.018763797,0.120567376,0.485714286,17,141,35,?a
?a  <hasStage>  <IA>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.071743929,0.619047619,0.714285714,65,105,91,?a
?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.173289183,0.261666667,0.554770318,157,600,283,?a
?a  <hasOncologicalTreatment>  <Adjuvant>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.029801325,0.45,0.586956522,27,60,46,?a
?a  <hasStage>  <IV>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.025386313,0.080139373,0.359375,23,287,64,?a
?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.091611479,0.342975207,0.597122302,83,242,139,?a
?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.04415011,0.149253731,0.512820513,40,268,78,?a
?a  <hasGender>  <Female>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.105960265,0.258064516,0.611464968,96,372,157,?a
?a  <hasRace>  <Caucasian>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.336644592,0.256518082,0.59223301,305,1189,515,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.213024283,0.200623701,0.571005917,193,962,338,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.028697572,0.122641509,0.565217391,26,212,46,?a
?a  <hasOncologicalTreatment>  <Radiotherapy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.131346578,0.187106918,0.592039801,119,636,201,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.036423841,0.162561576,0.568965517,33,203,58,?a
?a  <hasStage>  <IIA>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.036423841,0.647058824,0.6875,33,51,48,?a
?a  <hasBio>  <EGFR>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.016556291,0.180722892,0.46875,15,83,32,?a
?a  <hasNoBio>  <NoRET>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.039735099,0.692307692,0.87804878,36,52,41,?a
?a  <hasNoBio>  <NoBRAF>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.045253863,0.341666667,0.82,41,120,50,?a
?a  <hasBio>  <PDL1>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.011037528,0.071428571,0.666666667,10,140,15,?a
?a  <hasNoBio>  <NoALK>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.087196468,0.213513514,0.568345324,79,370,139,?a
?a  <hasNoBio>  <NoEGFR>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.097130243,0.216216216,0.553459119,88,407,159,?a
?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.317880795,0.547528517,0.648648649,288,526,444,?a
?a  <hasNoBio>  <NoPDL1>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.011037528,0.099009901,0.555555556,10,101,18,?a
?a  <hasNoBio>  <NoROS1>   => ?a  <hasOncologicalSurgery>  <Lymph_node_excision>,0.067328918,0.231939163,0.709302326,61,263,86,?a
?a  <hasToxicity>  <Neurological>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.020277121,0.618556701,0.618556701,60,97,97,?a
?a  <hasToxicity>  <Analytcal_hepatica>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.043595809,0.568281938,0.573333333,129,227,225,?a
?a  <hasToxicity>  <NoToxicity>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.033119297,0.331081081,0.345070423,98,296,284,?a
?a  <hasToxicity>  <Endocrinas>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.045961473,0.644549763,0.653846154,136,211,208,?a
?a  <hasToxicity>  <Renal>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.030077729,0.613793103,0.622377622,89,145,143,?a
?a  <hasToxicity>  <Pneumological>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.088881379,0.734636872,0.742937853,263,358,354,?a
?a  <hasToxicity>  <Allergy>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.056437986,0.620817844,0.620817844,167,269,269,?a
?a  <hasToxicity>  <General>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.059817506,0.708,0.72244898,177,250,245,?a
?a  <hasOncologicalTreatment>  <Radical>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.090571139,1,1,268,268,268,?a
?a  <hasOncologicalTreatment>  <Neoadjuvant>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.01182832,1,1,35,35,35,?a
?a  <hasOncologicalTreatment>  <Prophylactic>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.018925313,1,1,56,56,56,?a
?a  <hasOncologicalTreatment>  <Adjuvant>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.020277121,1,1,60,60,60,?a
?a  <hasToxicity>  <Analyticals>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.13957418,0.614583333,0.624810893,413,672,661,?a
?a  <hasToxicity>  <Cutaneas>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.094964515,0.678743961,0.680387409,281,414,413,?a
?a  <hasGender>  <Female>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.07401149,0.588709677,0.606648199,219,372,361,?a
?a  <hasToxicity>  <Asthensia>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.155795877,0.645658263,0.661406026,461,714,697,?a
?a  <hasOncologicalTreatment>  <Immunotherapy>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.046637377,0.650943396,0.650943396,138,212,212,?a
?a  <hasToxicity>  <Gastrointestinal>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.082798243,0.618686869,0.625,245,396,392,?a
?a  <hasOncologicalTreatment>  <Surgery>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.060155458,0.338403042,0.338403042,178,526,526,?a
?a  <hasGender>  <Male>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.140925989,0.479310345,0.491166078,417,870,849,?a
?a  <hasOncologicalTreatment>  <Chemotherapy-Radiotherapy>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.06725245,0.980295567,0.980295567,199,203,203,?a
?a  <hasSmokingHabit>  <NonSmoker>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.020277121,0.454545455,0.472440945,60,132,127,?a
?a  <hasOncologicalTreatment>  <Chemotherapy>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.197701926,0.608108108,0.608108108,585,962,962,?a
?a  <hasSmokingHabit>  <CurrentSmoker>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.090571139,0.545824847,0.556016598,268,491,482,?a
?a  <histologyLabel_ENG>  <small_cell_carcinoma_of_lung>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.04697533,0.640552995,0.661904762,139,217,210,?a
?a  <hasSmokingHabit>  <FormerSmoker>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.102737411,0.496732026,0.511784512,304,612,594,?a
?a  <hasStage>  <IIIB>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.033119297,0.695035461,0.710144928,98,141,138,?a
?a  <histologyLabel_ENG>  <squamous_cell_carcinoma>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.051368706,0.487179487,0.496732026,152,312,306,?a
?a  <hasStage>  <IVA>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.012504224,0.44047619,0.493333333,37,84,75,?a
?a  <hasStage>  <IVB>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.025346401,0.625,0.646551724,75,120,116,?a
?a  <hasStage>  <IIIA>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.056100034,0.685950413,0.68879668,166,242,241,?a
?a  <histologyLabel_ENG>  <adenocarcinoma>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.098681987,0.486666667,0.499145299,292,600,585,?a
?a  <hasStage>  <IV>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.054410274,0.56097561,0.58974359,161,287,273,?a
?a  <hasNoBio>  <NoBRAF>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.021290977,0.525,0.533898305,63,120,118,?a
?a  <hasNoBio>  <NoPDL1>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.018925313,0.554455446,0.589473684,56,101,95,?a
?a  <hasOncologicalSurgery>  <Pneumonectomy>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.01182832,0.479452055,0.479452055,35,73,73,?a
?a  <hasBio>  <EGFR>   => ?a  <hasOncologicalTreatment>  <Radiotherapy>,0.015545792,0.554216867,0.554216867,46,83,83,?a
